recipe_title,servings,ingredients,cooking_methods,source_url
Piri Piri Sauce,1,"14 red chilies, chopped, I used a mix of finger chilies and habaneros and left the seeds in (fresh or dried, soak dried ones in water for 2 hours, then drain) | 10 garlic cloves, chopped | 1/2 cup chopped cilantro | 1/4 cup lemon balm | 1/4 cup minced fish mint (optional) | 1 lemon, zest of | 2 tablespoons lemon juice | 3 tablespoons white vinegar | 1/3 cup olive oil (nothing too flavourful) | 1 teaspoon sea salt",blend,https://www.food.com/recipe/piri-piri-sauce-532416
Pistachio Couscous,4,"1/4 cup pistachios, shelled | 2 1/2 cups low sodium chicken broth (or use vegetable broth) | 1/2 teaspoon salt | 1 (10 ounce) box couscous | 1/8-1/4 cup fresh mint leaves, chopped | 2 tablespoons olive oil | 1 teaspoon fresh lemon juice | ground pepper, to taste","boil, toast",https://www.food.com/recipe/pistachio-couscous-425485
Pistachio-Crusted Moroccan Rack of Lamb With Israeli Couscous,2,"1 rack of lamb | 2 teaspoons ras el hanout spice mix | 2 teaspoons spanish smoked paprika (pimenton) | 1 tablespoon extra virgin olive oil | 1 tablespoon pomegranate molasses | 1/2 cup pistachio nut | 1/4 cup breadcrumbs | 1/2 onion, chopped | 1 tablespoon butter | 1/2 cup israeli couscous | 1 cup chicken stock | 1/3 cup mint leaf | 1/3 cup cilantro leaf | 1/3 cup flat leaf parsley | 1/4 cup pomegranate seeds | 1/2 preserved lemons or 1 lemon, zest of | 10 dried apricots","blend, boil, roast, simmer",https://www.food.com/recipe/pistachio-crusted-moroccan-rack-of-lamb-with-israeli-couscous-493364
Poached Eggs With Harissa Oil,2,2 eggs | 2 teaspoons vinegar | 2 teaspoons harissa | 1 tablespoon olive oil | sea salt (to taste),"boil, poach, simmer, toast",https://www.food.com/recipe/poached-eggs-with-harissa-oil-434771
Pork Ribs  With Aloha Shoyu Sauce,8,"1 cup aloha shoyu soy sauce | 1/2 cup sugar | 1 ounce Kahlua | 1/2 cup pineapple juice | 1 tablespoon gingerroot, freshly grated | 3 garlic cloves, grated | 8 lbs pork ribs","boil, marinate",https://www.food.com/recipe/pork-ribs-with-aloha-shoyu-sauce-306183
Portuguese-African Chicken in Coconut Sauce,6,"4 lbs chicken, pieces | 3/4 teaspoon salt | 3/4 teaspoon pepper | 1/4 cup vegetable oil | 1 onion, chopped | 4 garlic cloves, chopped | 2 tablespoons hot red pepper, seeded and minced | 3 tablespoons tomato paste | 2 tablespoons paprika | 1/2 teaspoon ground ginger | 1 cup coconut milk | 3 tablespoons peanut butter | 1/4 cup fresh coriander (or parsley)",roast,https://www.food.com/recipe/portuguese-african-chicken-in-coconut-sauce-371142
Portuguese Chicken Piri-Piri,4,"3 tablespoons olive oil | 4 -6 chicken breast halves, skinless if desired | salt & freshly ground black pepper | 1 onion, thinly sliced | 2 carrots, cut into thin strips | 2 parsnips, cut into thin strips | 1 red bell pepper, cored, seeded, and cut into thin strips | 1 green bell pepper, cored, seeded, and cut into thin strips | 4 cups chicken or 4 cups vegetable stock | 3 -4 tomatoes, cored and quartered | 1 tablespoon tomato paste | 1 cinnamon stick | 2 bay leaves | 1 sprig fresh thyme | piri-piri, sauce (or other hot sauce) | 1 1/2 cups long-grain rice | 1 tablespoon lime (or lemon juice)","bake, boil, saute",https://www.food.com/recipe/portuguese-chicken-piri-piri-369942
Prawn and Harissa Stew With Couscous,2,"100 g couscous | olive oil, for frying | 200 ml chicken stock, fresh | 1 small onion, sliced | 2 garlic cloves, crushed | 1 teaspoon ground cumin | 400 g chopped tomatoes | 1 -2 teaspoon harissa | 150 g raw peeled prawns | 1 small bunch coriander leaves","boil, fry",https://www.food.com/recipe/prawn-and-harissa-stew-with-couscous-427635
Prawns Peri-Peri,4,"18 -24 large prawns (large shrimp) | 3/4 cup butter | 2 teaspoons crushed garlic | 2 tablespoons lemon juice | 2 tablespoons peri-peri, sauce (recipe below) | salt | fresh ground black pepper | fresh parsley (optional for garnish) | 1 1/2 ounces red chilies, very finely chopped | 5 garlic cloves, crushed | 2 cups olive oil | 1 pared small lemon, rind of (use a vegetable peeler to remove the skin in thin strips)",fry,https://www.food.com/recipe/prawns-peri-peri-456440
Prawns Peri Peri Mozambique,4,"24 prawns (twelve count shrimp substitute) | 1/4 cup extra virgin olive oil | 4 cups of cooked savory rice | 2 tablespoons peri peri oil (Palm oil infused with hot red peppers for at least 1 week) | 2 medium onions, chopped | 6 garlic cloves, chopped | 4 large ripe tomatoes, diced | salt and pepper | 2 cups frozen sweet peas","boil, fry, saute, simmer, smoke",https://www.food.com/recipe/prawns-peri-peri-mozambique-427978
Puff Puff,50,4 cups warm water | 2 1/4 ounces active dry yeast | 6 cups bread flour | 2 tablespoons sugar | 1 1/4 cups sugar | 1 tablespoon salt | 1 tablespoon vanilla extract | 1/2 gallon canola oil,fry,https://www.food.com/recipe/puff-puff-415720
Pumpkin Spice Dabo Kolo (Ethiopian Pumpkin Spice Ricotta Donuts),8,"1 set 1/2 tbsp rawspicebar's freshly ground pumpkin spice | 2 set 1/2 pound ricotta cheese | 3 set 2 eggs | 4 set 1/3 cup unbleached all-purpose flour | 5 set 1/4 teaspoon fine sea salt | 6 set 1 1/2 tablespoons butter, softened | 7 set 1/2 cup honey | 8 set vegetable oil, for frying","deep fry, fry",https://www.food.com/recipe/pumpkin-spice-dabo-kolo-ethiopian-pumpkin-spice-ricotta-donuts-524594
Quick Moroccan Chickpea and Vegetable Couscous,6,"4 tablespoons unsalted butter | 2 cups couscous | 1 medium onion, chopped fine | 2 medium carrots, chopped fine | salt | 4 garlic, cloves"" minced "" (about 4 teaspoons) | 1/2 teaspoon ground coriander | 1/2 teaspoon ground ginger | 1 (15 ounce) can chickpeas, drained and rinsed | 1 3/4 cups canned low sodium chicken broth | 1 1/2 cups frozen peas | 1/2 cup fresh parsley, cilantro and or mint leaf, chopped | ground black pepper | 1 lemon, cut into wedges","boil, toast",https://www.food.com/recipe/quick-moroccan-chickpea-and-vegetable-couscous-426033
Ras El Hanout,3,4 whole nutmegs | 10 rosebuds (dried) | 12 cinnamon sticks (Ceylon) | 12 pieces mace (blades) | 1 teaspoon anise seed | 2 dried chipotle peppers | 1/2 teaspoon lavender (dried) | 1 tablespoon white peppercorns | 1 tablespoon cumin seed | 1 tablespoon coriander | 2 pieces galangal (dried) | 2 tablespoons whole gingerroot (dried) | 8 pieces turmeric (dried) | 6 cloves | 24 allspice berries | 20 green cardamom pods | 4 black cardamom pods | 2 teaspoons saffron threads,"blend, roast, smoke",https://www.food.com/recipe/ras-el-hanout-486491
Ras El Hanout,24,4 tablespoons coriander | 2 tablespoons ginger | 2 tablespoons cardamom | 1 1/2 tablespoons cumin | 1 1/2 teaspoons cinnamon | 1 tablespoon turmeric | 1 tablespoon black pepper | 1 1/2 teaspoons mace | 1 1/2 teaspoons cayenne pepper | 3/4 teaspoon clove,,https://www.food.com/recipe/ras-el-hanout-503579
Ras El Hanout a Moroccan Spice Blend by Rachael Ray,1,1 tablespoon ground cumin | 1 tablespoon ground coriander | 1 tablespoon turmeric | 1 tablespoon paprika | 1 1/2 teaspoons freshly grated nutmeg | 1 teaspoon ground cinnamon | 1 teaspoon ground cardamom | 1 teaspoon ground allspice | 1 teaspoon cayenne pepper | 1/2 teaspoon ground cloves,,https://www.food.com/recipe/ras-el-hanout-a-moroccan-spice-blend-by-rachael-ray-505582
Ras El Hanout Couscous,6,"500 g couscous | 1 red onion (finely diced) | 3/4 cup dates (chopped) | 1/2 cup dried apricot (chopped) | 1/2 cup raisins | 1/4 cup fresh coriander (chopped) | 1 tablespoon sesame seed oil | 1 tablespoon ras el hanout spice mix (Moroccan spice mix) | 1 tablespoon sumac | home-made chicken stock, sufficient for cooking the Couscous (optional)","boil, steam",https://www.food.com/recipe/ras-el-hanout-couscous-505086
Ras El Hanout - Moroccan Spice Mix from Vegetarian Times,1,2 teaspoons smoked paprika | 1 1/2 teaspoons ground coriander | 1 1/2 teaspoons ground cumin | 1 teaspoon ground ginger | 1 teaspoon ground turmeric | 1 teaspoon ground black pepper | 1/2 teaspoon garlic powder | 1/4 teaspoon ground allspice | 1/4 teaspoon ground cinnamon | 1/4 teaspoon ground nutmeg,,https://www.food.com/recipe/ras-el-hanout-moroccan-spice-mix-from-vegetarian-times-479884
"Ras El-Hanout, Moroccan Spiced Chicken",4,"1/4 cup ground cinnamon | 1 tablespoon turmeric | 1 1/2 teaspoons fresh ground black pepper | 3/4 teaspoon nutmeg, fresh ground | 3/4 teaspoon ground cardamom | 3/4 teaspoon ground cloves | 4 chicken drumsticks | 4 chicken thighs | 1 tablespoon fresh thyme | 5 garlic cloves, thinly sliced | 1/2 cup olive oil, plus | 1 tablespoon olive oil | 1 onion, thinly sliced | 1 lemon, quartered | 3 cups chicken broth | salt","boil, marinate, simmer",https://www.food.com/recipe/ras-el-hanout-moroccan-spiced-chicken-334911
Ras El Hanout Roasted Potatoes,4,"500 g white potatoes | 1 lemon | 2 garlic cloves, crushed | 2 tablespoons ras el hanout spice mix | olive oil","boil, roast",https://www.food.com/recipe/ras-el-hanout-roasted-potatoes-505620
Ras el Hanout Spice Mix,3,1 teaspoon ground cumin | 1 teaspoon ground ginger | 1 teaspoon turmeric | 1 teaspoon salt | 3/4 teaspoon sugar | 3/4 teaspoon fresh ground black pepper | 1/2 teaspoon cinnamon | 1/2 teaspoon ground coriander | 1/2 teaspoon cayenne | 1/2 teaspoon ground allspice | 1/2 teaspoon ground fennel | 1/4 teaspoon ground cloves,,https://www.food.com/recipe/ras-el-hanout-spice-mix-80983
Red Bell Pepper Couscous,4,"1 tablespoon olive oil | 1 small onion, finely chopped | 1/2 red bell peppers or 1/2 green bell pepper, diced | 1/4 teaspoon dried thyme | 1/4 teaspoon salt | 1/4 teaspoon fresh black pepper | 1 1/2 cups vegetable broth | 1 cup couscous",boil,https://www.food.com/recipe/red-bell-pepper-couscous-428770
Roast Pork With Piri Piri,8,1 large red bell pepper (finely chopped ) | 4 garlic cloves (finely chopped ) | 1 teaspoon salt | 4 tablespoons olive oil | 3 teaspoons piri-piri (or hot sauce ) | 3 lbs pork loin (tied for roasting),marinate,https://www.food.com/recipe/roast-pork-with-piri-piri-369919
Roasted Cauliflower With Harissa Sauce,4,"1 head cauliflower, broken into uniform sized florets | 2 tablespoons olive oil | 1/2 teaspoon salt | 1 teaspoon cumin seed | chopped cilantro or flat leaf parsley | 1 cup mayonnaise (or sour cream, or Greek yogurt, or any combination of these.) | 1 teaspoon harissa (or more, to taste)",roast,https://www.food.com/recipe/roasted-cauliflower-with-harissa-sauce-495946
Roasted Cauliflower With Ras El Hanout Tahini Sauce,8,"3 tablespoons olive oil | 3 tablespoons tahini | 2 -3 tablespoons ras el hanout spice mix (use <a href=""https://www.food.com/recipe/ras-el-hanout-moroccan-spice-mix-from-vegetarian-times-479884"">Ras El Hanout - Moroccan Spice Mix from Vegetarian Times</a> #479884 or <a href=""https://www.food.com/recipe/clean-eating-ras-el-hanout-moroccan-spice-mix-374781"">Clean Eating Ras El Hanout Moroccan Spice Mix</a> #374781) | 8 cups cauliflower florets (2 small or 1 large head of cauliflower cut into 2-inch florets) | 2 lemons, cut into wedges | 2 tablespoons tahini | 1 tablespoon lemon juice | 2 teaspoons ras el hanout spice mix | 1/2 cup water | salt and pepper, to taste (optional) | 8 lemon wedges, for garnish (optional)",roast,https://www.food.com/recipe/roasted-cauliflower-with-ras-el-hanout-tahini-sauce-479886
Roasted Garlic and Olive Oil Couscous,4,"1 1/4 cups water or 1 1/4 cups broth | 1 cup couscous | 1 teaspoon butter or 1 teaspoon margarine (optional) | 1/2 teaspoon salt (optional) | 2 cloves garlic, minced | 1 tablespoon olive oil | 1/2 teaspoon dried thyme leaves | 1/2 teaspoon paprika | 1/4 teaspoon black pepper, freshly ground","boil, roast",https://www.food.com/recipe/roasted-garlic-and-olive-oil-couscous-48100
Roasted Garlic Couscous With Tomatoes &amp; Basil,2,"1 (6 ounce) box wheat garlic couscous | 2 small tomatoes, coarse chop | 1/4 cup chopped red onion | 1/2 cup chopped fresh basil | 1 lime, juice of | salt & fresh ground pepper",,https://www.food.com/recipe/roasted-garlic-couscous-with-tomatoes-basil-391475
Roasted Moroccan Spiced Chicken,2,3 1/2 lbs roasting chickens | 1/2 teaspoon pepper (fresh grind) | 4 garlic cloves | 1/4 teaspoon cinnamon | 1 lemon (halved) | 1/4 teaspoon cayenne pepper | 1/2 teaspoon cumin (ground) | 1/2 teaspoon salt | 1/2 teaspoon coriander (ground) | 3 tablespoons olive oil | 1/2 teaspoon paprika,"bake, roast",https://www.food.com/recipe/roasted-moroccan-spiced-chicken-306750
Roasted Vegetable Couscous Salad,6,"1 zucchini, quartered lengthwise | 1 yellow squash, quartered lengthwise | 3 portabella mushrooms | 2 sweet peppers, halved | 8 asparagus spears | 2 tablespoons olive oil | salt & pepper | 1 (10 ounce) box couscous (1 1/2 cups) | 2 1/2 cups boiling water or 2 1/2 cups vegetable stock | 1 lemon, juice of | 4 tablespoons fresh herbs (basil, chives, mint) | 2 tablespoons olive oil | 1 cup kalamata olive, pitted | 8 ounces feta cheese, cubed (optional)","boil, grill",https://www.food.com/recipe/roasted-vegetable-couscous-salad-378310
Roasted Vegetable Couscous With Hummus,4,"1 red bell pepper | 1 yellow bell pepper | 2 garlic cloves, sliced thinly | 1 small zucchini | 1 small eggplant | 6 small mushrooms, quartered | 1 sprig fresh rosemary | 1 red onion | 1 tablespoon olive oil | 2 cups whole wheat couscous | 2 1/2 cups vegetable stock (or water) | 1 cup garbanzo beans | 1/2 lemon, juice of | 4 green olives, pitted | 1 garlic clove | salt & freshly ground black pepper","blend, boil, roast",https://www.food.com/recipe/roasted-vegetable-couscous-with-hummus-316337
Rudy's Moroccan Stewed Chicken With Couscous,2,"1 tablespoon olive oil | sea salt | fresh ground pepper | 1 1/2 lbs chicken thighs, bone and skin removed | 1 large sweet onion, sliced into half-rounds | 2 medium zucchini, sliced into 1/4 inch thick half-rounds | 1 (16 ounce) can garbanzo beans, rinsed and drained | 1 (14 1/2 ounce) can tomatoes, diced | 2 cups chicken broth, reduced sodium | 1/4-1/2 teaspoon cayenne pepper (optional) | 1 1/2 teaspoons mild chili powder | 2 teaspoons ground cumin | 1 teaspoon ground cinnamon | 2 teaspoons ground ginger | 2 teaspoons ground coriander | 1 lemon | fresh cilantro, chopped (for garnish) | couscous, whole wheat (or your favorite type)","boil, saute, simmer, stew",https://www.food.com/recipe/rudys-moroccan-stewed-chicken-with-couscous-483881
Rwandan Chicken,4,"1 chicken, cut into pieces | 3 tablespoons oil | 1 onion, thinly sliced | 3 large tomatoes, mashed | 2 stalks celery, cut into thin rounds | 1 teaspoon salt | 1 hot chili pepper","fry, simmer",https://www.food.com/recipe/rwandan-chicken-457010
Saffron Couscous With Herbs,8,"2 tablespoons sesame seeds | 2 tablespoons pine nuts | 1 tablespoon butter | 1 small onion, finely diced | 2 1/2 cups chicken stock or 2 1/2 cups vegetable stock | 1 pinch saffron, crumbled | 2 cups couscous (whole wheat or regular) | 1/4 cup olive oil, extra virgin | 1 lemon, juice of | 1/2 teaspoon red pepper flakes (to taste) | 1/4 cup sultana raisin | 1 1/2 cups mixed herbs, finely chopped (including mint, cilantro, flat-leaf parsley) | kosher salt ground pepper | fresh ground pepper","bake, boil",https://www.food.com/recipe/saffron-couscous-with-herbs-428285
Saffron &amp; Raisin Couscous With Fresh Mint,6,1 1/2 cups water | 3/8 teaspoon saffron thread | 3/4 teaspoon extra virgin olive oil | 3/8 teaspoon salt | 1 1/2 cups couscous | 1/4 cup raisins | 2 1/4 tablespoons chopped of fresh mint,boil,https://www.food.com/recipe/saffron-raisin-couscous-with-fresh-mint-424325
Saffron-Scented  Couscous With Pine Nuts,8,"3 cups low sodium chicken broth | 3 tablespoons unsalted butter, divided | 1/2 teaspoon saffron thread, crushed | 1/4 teaspoon coarse kosher salt | 2 cups couscous (about 12 ounces) | 3/4 cup green onion, thinly sliced and divided (about 5) | 1/2 cup pine nuts, toasted and divided",boil,https://www.food.com/recipe/saffron-scented-couscous-with-pine-nuts-359422
Salmon and Couscous,4,"3/4 teaspoon salt | 1 cup couscous | 2 1/4 tablespoons panko breadcrumbs | 2 tablespoons dill, chopped | 4 salmon fillets (4 ounces each) | 1/4 teaspoon pepper | 2 teaspoons Dijon mustard | 3 cups Baby Spinach, chopped | 1/4 cup chicken broth","boil, broil",https://www.food.com/recipe/salmon-and-couscous-472837
Salmon Fillets With Dill Couscous and Spicy Kale,4,"3 tablespoons olive oil | 1 red onion, chopped | 1/2 lb kale, stemmed and chopped (about 1 bunch) | 1/2 teaspoon crushed red pepper flakes | salt & freshly ground black pepper | nutmeg, freshly grated | 2 1/4 cups chicken stock | 4 radishes, sliced thin | 1 lemon, juiced | 2 lbs salmon fillets, cut into 4 equal pieces | 1 tablespoon Old Bay Seasoning | 1 tablespoon butter | 1 1/4 cups couscous | 1/4 cup fresh dill, chopped | 1/4 English cucumber, cut into 1/4 inch dice","boil, simmer",https://www.food.com/recipe/salmon-fillets-with-dill-couscous-and-spicy-kale-391684
Salmon With Couscous,2,"2 (4 ounce) salmon fillets, 1-inch thick | 1/4 teaspoon lemon pepper or 1/4 teaspoon black pepper | 1 teaspoon low sodium soy sauce | 4 orange slices, thin | 1 cup broccoli floret (very small pieces) | 1/2 cup low sodium chicken broth | 1/3 cup water | 1 garlic clove, minced | 1/8 teaspoon salt | 1/2 cup regular couscous or 1/2 cup whole wheat couscous","bake, boil, simmer",https://www.food.com/recipe/salmon-with-couscous-501908
Sambossa (Ethiopian Appetizer),48,"48 wonton wrappers | 1/2 cup red onion, finely chopped | 1 lb lean ground lamb or 1 lb beef | 1/2 teaspoon ginger, minced | 1/2 teaspoon turmeric | 1/2 teaspoon garlic, minced | 1/2 teaspoon cayenne | salt | 1/2 teaspoon cinnamon | 4 sprigs fresh coriander, chopped | 3 sprigs mint, chopped | 2 cups water","boil, fry, simmer",https://www.food.com/recipe/sambossa-ethiopian-appetizer-457139
Savory Tofu and Vegetables over Tomato Couscous,4,"1 (6 ounce) jar marinated artichoke hearts | 1 (14 ounce) package extra firm tofu, drained and cubed | 1 teaspoon ground cumin | 1 teaspoon black pepper, divided | 2 tablespoons olive oil | 4 medium carrots, thinly sliced (1 1/2 cups) | 2 medium leeks, white and light green parts thinly sliced (1 1/2 cups) | 1 (14 1/2 ounce) can diced tomatoes | 1 cup whole wheat couscous | 2 garlic cloves, minced (2 tsp) | salt, to taste",boil,https://www.food.com/recipe/savory-tofu-and-vegetables-over-tomato-couscous-309605
Seffa (Sweet Couscous With Almond Milk),4,"1 cup whole milk | 1/2 cup blanched almond, very finely chopped (or ground) | 4 tablespoons butter | 1 1/2 cups couscous | salt | 1/4 cup raisins | 1/4 cup dried apricot, chopped | 1/4 cup dates, chopped | 1/4 cup sugar (to taste) | 1/2 teaspoon ground cinnamon (to taste)",boil,https://www.food.com/recipe/seffa-sweet-couscous-with-almond-milk-455883
Sellou (Moroccan Cookie Mixture),4,"1 1/2 cups flour, sifted | 3/4 cup sesame seeds | canola oil, for frying | 1 1/4 cups blanched skinless almonds, sliced | 1/3 cup powdered sugar | 1/2-1 teaspoon ground cinnamon | 1/4-1/2 tablespoon ground aniseed (ground anise) | salt, to taste | 1/3-1/2 cup ghee (clarified butter)","bake, blend, fry, knead, toast",https://www.food.com/recipe/sellou-moroccan-cookie-mixture-505847
Senegal Yassa,4,"3 lbs boneless skinless chicken breasts, cut in large pieces | 1 cup balsamic vinegar | 3 large onions, sliced | 6 large limes, juice of | 2 teaspoons pepper | 1 teaspoon cayenne | 1 tablespoon vinegar | salt, to taste | 2 tablespoons peanut oil","marinate, saute, simmer",https://www.food.com/recipe/senegal-yassa-456408
Senegalese Peanut Soup,4,"1 (15 ounce) can chickpeas, drained and rinsed | 3 cups chicken broth | 3 tablespoons peanut butter | 1 teaspoon peanut oil | 2 onions, chopped | 1 inch minced gingerroot | 1 1/2 teaspoons curry powder | 1/2 teaspoon ground cumin | 14 1/2 ounces diced tomatoes (can) | 1/4 teaspoon cayenne pepper | chopped cilantro","saute, simmer",https://www.food.com/recipe/senegalese-peanut-soup-57557
"Senegalese Sweet Potato, Rice and Beans Stew",8,"1/4 cup vegetable oil | 2 1/2 large onions, chopped | 5 garlic cloves, chopped | 0.5 (6 ounce) can tomato paste | 1 cup black-eyed peas (pre-soaked) | 2 carrots, well-chopped | 1 yam, well-chopped | 2 1/2 cups rice | 1 vegetable bouillon cube | 2 1/2 teaspoons salt | pepper | 1/4 teaspoon hot pepper","boil, saute",https://www.food.com/recipe/senegalese-sweet-potato-rice-and-beans-stew-457134
Sfenj - Deep Fried Moroccan Doughnuts,12,4 tablespoons warm water | 2 tablespoons sugar | 1/2 teaspoon salt | 1 tablespoon dry active yeast | 3 cups flour | 2 tablespoons flour | 1 cup warm water | oil (for frying) | coarse sugar (optional) | powdered sugar (optional) | honey (optional),"deep fry, fry, knead",https://www.food.com/recipe/sfenj-deep-fried-moroccan-doughnuts-509899
Shaah Bigays - Somali Spice Tea,2,3 cloves | 1 cinnamon stick | 3 peppercorns | 2 tea bags or 2 loose tea | 4 cups water | 2 -3 teaspoons sugar,"boil, simmer",https://www.food.com/recipe/shaah-bigays-somali-spice-tea-456985
Shaah (Somali Tea),1,"1 tea bag, regular black tea | 4 cardamom seeds, crushed | 1/2 teaspoon clove, crushed | 2 tablespoons sugar | 1 1/2 cups water, boiling | 1 tablespoon milk (or Nido which is a powdered milk)",boil,https://www.food.com/recipe/shaah-somali-tea-456826
Shakshuka Burrito With Roasted Pepper Salsa and Tzatziki,8,"3 roasted red peppers | 1 tablespoon chopped dill | 1 tablespoon chopped parsley | 1 tablespoon chopped scallion | 1 tablespoon mint | kosher salt, to taste | 1 cup full fat Greek yogurt | 1/2 lemon, juiced | 2 tablespoons chopped mint, plus more to garnish | 2 tablespoons chopped dill, plus more to garnish | 1 garlic clove, minced | 2 teaspoons apple cider vinegar | kosher salt, to taste | ground black pepper, to taste | extra virgin olive oil, to garnish | paprika, to garnish | 1 pint cherry tomatoes (about 10 ounces) | 1/4 cup plus 2 tablespoons extra virgin olive oil | 2 teaspoons kosher salt | 1 large eggplant, cut into 1/4 inch slices | 1 yellow onion, sliced into half rounds (about 2 cups) | 3 garlic cloves, thinly sliced | 1 teaspoon paprika | 1 teaspoon cayenne pepper | 1/2 teaspoon cumin seed | 1 small sweet potato, peeled and cut into1/4 inch dices (about 1 cup) | 1 zucchini, cut into 1/4 inch dice (about 1 1/4 cups) | 1 red bell pepper, cut into 1/4 inch dices (about 1 cup) | 6 cups Baby Spinach | 8 (10 inch) whole wheat tortillas | 8 eggs | 2 small avocados, sliced","fry, roast, toast",https://www.food.com/recipe/shakshuka-burrito-with-roasted-pepper-salsa-and-tzatziki-537245
Shakshuka Mia,2,"2 tablespoons coconut oil | 2 onions, diced | 1 cup bell pepper, fried | 1 (14 ounce) can tomatoes, diced | 1 tablespoon garlic | 1 teaspoon salt | 1 teaspoon sugar | 1 teaspoon paprika | 1 teaspoon cinnamon | 1/2 teaspoon black pepper | 1/2 teaspoon turmeric | 1/2 teaspoon cumin | 2 tablespoons balsamic vinegar | 6 eggs","saute, simmer",https://www.food.com/recipe/shakshuka-mia-514539
Shakshuka With Swiss Chard,1,"3 tablespoons extra virgin olive oil | 4 ounces meaty bacon, minced (optional) | 1 medium onion, minced | 4 garlic cloves | 1 bunch swiss chard, stems minced and leaves torn and reserved | 32 ounces prepared tomato sauce (I used arrabiata) | 1 teaspoon dried basil | 1 pinch crushed red pepper flakes | 1 pinch kosher salt | 1 pinch fresh ground pepper | 8 large eggs | 3 tablespoons grated parmesan cheese | 1/4 cup thinly sliced basil leaves (optional)","bake, boil, simmer",https://www.food.com/recipe/shakshuka-with-swiss-chard-514034
Shakshuka Yemani Basted Eggs,4,"2 tablespoons olive oil | 1 onion, chopped | 1/2 red bell pepper, chopped | 1/2 green bell pepper, chopped | 4 tomatoes, chopped | 4 eggs",simmer,https://www.food.com/recipe/shakshuka-yemani-basted-eggs-465881
Sheet Pan Harissa Shrimp With Roasted Zucchini and Eggplant,4,"3 small zucchini, sliced | 3 tablespoons olive oil | 1 teaspoon salt | 1 teaspoon black pepper | 1/2 teaspoon garlic powder | 1/2 teaspoon onion powder | 1/4 teaspoon dried oregano | 1/4 teaspoon crushed red pepper flakes | 1 medium eggplant, chopped | 1/2 teaspoon za atar seasoning (optional) | 1 lb peeled shrimp | 2 tablespoons harissa | 1/4 cup crumbled feta | 1 tablespoon fresh parsley",roast,https://www.food.com/recipe/sheet-pan-harissa-shrimp-with-roasted-zucchini-and-eggplant-536826
Shelly's Chicken and Zucchini Couscous,6,"1 tablespoon olive oil | 1 1/2 lbs boneless skinless chicken breasts, cut into bite-sized pieces (raw) | 1 1/2 teaspoons salt | 1 large yellow onion, chopped | 4 garlic cloves, mined | 1 tablespoon fresh ginger, chopped | 1/2 teaspoon paprika | 3/4 teaspoon ground cumin | 1/2 teaspoon dried oregano | 1/2 teaspoon cayenne pepper | 1/4 teaspoon ground turmeric | 1 1/2 cups canned chicken broth | 1 cup crushed tomatoes, canned | 1 cup canned chick-peas, drained | 1 small zucchini, sliced | 3 tablespoons fresh parsley, chopped (optional) | 1 tablespoon fresh lemon juice | 4 cups cooked couscous",simmer,https://www.food.com/recipe/shellys-chicken-and-zucchini-couscous-83943
Shortcut Shakshuka,6,"1/4 cup olive oil, plus additional for serving | 1 large onion, chopped | 6 garlic cloves, thinly sliced | kosher salt & freshly ground black pepper | 3 tablespoons harissa | 1 (28 ounce) can crushed tomatoes | 6 eggs | 1/3 cup crumbled feta | 1/4 cup chopped cilantro | toasted rustic bread, for serving","saute, simmer, toast",https://www.food.com/recipe/shortcut-shakshuka-531151
Shrimp and Couscous Stirfry,2,"1/2 inch gingerroot, peeled | 1 garlic clove | 1 cup couscous | 1 tablespoon sesame oil or 1 tablespoon coconut oil | 1 tablespoon red pepper flakes | 2 tablespoons soy sauce (reduced sodium) | 2 cups mixed frozen vegetables (ie ( Asian Medley) | 1/2 cup frozen edamame | 1/2 lb uncooked shrimp (peeled and deveined) | 2 tablespoons lime juice | 1/2 teaspoon sea salt | 1 teaspoon black pepper",steam,https://www.food.com/recipe/shrimp-and-couscous-stirfry-457721
Simple Moroccan Chicken,4,"500 g chicken fillets, cut into 2 cm dice | 3 tablespoons flour | salt and pepper | 1/4 cup olive oil | 2 onions, sliced | 2 teaspoons ground cinnamon | 1/4 teaspoon ground cloves | 2 teaspoons sumaq | 1/4 cup sultana | 250 ml chicken stock | 50 g pine nuts | 1/4 cup fresh coriander, chopped | 1 lemon, juice of",,https://www.food.com/recipe/simple-moroccan-chicken-98989
Slow Cooked Moroccan Lamb Shanks,4,"4 lamb shanks | 2 tablespoons olive oil, divided use | 1 onion, chopped finely | 5 garlic cloves, crushed | 1 tablespoon cumin | 2 teaspoons ground coriander | 2 teaspoons cinnamon | 3/4 teaspoon cayenne pepper | 1 teaspoon grated fresh ginger | 1/2 cup white wine | 4 cups water | 4 teaspoons instant chicken bouillon granules | 1 tablespoon tomato paste | 4 tablespoons honey | 2 tablespoons hot mango chutney | 10 dried apricots, chopped finely | 1 1/2 tablespoons cornflour",boil,https://www.food.com/recipe/slow-cooked-moroccan-lamb-shanks-351666
