recipe_id,ingredients_text
980,"500 g pork mince, trim pork 1 teaspoon paprika 1 teaspoon ground ginger 1 teaspoon cumin 1 teaspoon cinnamon 1 onion, chopped 1 carrot, sliced into thin strips 1 green pepper, deseeded and sliced 1 (410 g) can tomatoes, crushed, keep juice"
981,"6 garlic cloves salt, to taste 2 teaspoons paprika 1/2 teaspoon ground cumin 1/4 teaspoon ground cayenne pepper 3/4 cup chopped fresh cilantro 3/4 cup chopped parsley 1 lemon, juiced 3 tablespoons red wine vinegar 3 tablespoons olive oil 1 1/2 lbs red potatoes, sliced 1/2 inch thick 1 yellow bell pepper, cut into 1 1/2 inch squares 1 large green bell pepper, cut into 1 1/2 inch pieces 4 stalks celery, cut into 2 inch pieces 1 lb tomatoes, each cut into 8 wedges 2 tablespoons olive oil"
982,"2/3 cup oleo 1/2 cup vegetable shortening 2 cups sugar 4 eggs 3 cups all-purpose flour 3 teaspoons baking powder 1/4 teaspoon salt 1 cup milk 1 teaspoon vanilla 1/2 cup raisins 3/4 cup nuts, chopped, unsalted, mixed 1 tablespoon cocoa 1 tablespoon cinnamon"
983,6 -8 meyer lemons (as many as will fit in your jar) kosher salt
984,"1 sweet potato, peeled and chopped 1/2 cup almond breeze unsweetened vanilla 1/4 cup olive oil 2 tablespoons lemon juice 1 tablespoon dijon mustard 1 garlic clove, minced 1/4 teaspoon each salt & freshly ground black pepper 2 tablespoons olive oil 1/4 teaspoon each salt & freshly ground black pepper 2 cups cooked quinoa 2 cups fresh baby spinach 1/4 cup diced red onion 1/4 cup sliced dried apricot 1/4 cup sliced natural almonds 1/4 cup pomegranate seeds (arils) 2 tablespoons chopped fresh cilantro"
985,"1/2 cup dried garbanzo beans, rinsed, picked over (4-ounces) 2 tablespoons unsalted butter 1 1/4 teaspoons cinnamon 1 teaspoon ground ginger 1 teaspoon ground turmeric 3/4 teaspoon sweet paprika 1/2 teaspoon fresh ground black pepper 1 pinch saffron thread 3/4 lb boneless lamb, cut in 1/2-inch cubes 1 cup chopped onion 3 tablespoons chopped parsley 3 tablespoons chopped fresh cilantro 1 1/2 cups crushed canned tomatoes 5 1/3 cups water 1/2 cup lentils, rinsed, picked over (4-ounces) 2 tablespoons lemon juice 1 1/2 teaspoons salt"
986,1/2 teaspoon ground mustard 1 teaspoon turmeric 1 teaspoon salt (ideally sea salt) 1 teaspoon ground ginger 1 teaspoon fresh coarse ground black pepper 1/2 teaspoon cinnamon 1/2 teaspoon cayenne pepper 1/2 teaspoon white pepper 3/4 teaspoon ground coriander 1/2 teaspoon nutmeg 1/2 teaspoon star anise 1/4 teaspoon clove (well ground) 1 teaspoon ground cumin 1/2 teaspoon allspice
987,"500 g hamburger 200 g short-grain rice 2 medium onions, finely chopped 2 tablespoons lemon juice (40 ml) 1 teaspoon ground coriander 1 teaspoon ground paprika 1 teaspoon ground cinnamon 1/4 teaspoon powdered saffron pepper flat leaf parsley, finely chopped 2 cups chicken stock (500 ml) 150 g butter"
988,"2 cups white rice 4 tablespoons butter, divided 1 medium onion 2 tablespoons minced garlic 1 thai chile, chopped 3 cups chicken broth 1/2 cup white wine 1 handful italian parsley 4 sprigs mint 10 ounces mixed dried figs, dates and apricots 2 pinches saffron salt and pepper 4 pieces crystallized ginger, finely chopped 1 tablespoon olive oil 1/3 cup sliced almonds"
989,"2 cups long grain rice 2 tablespoons butter 2 tablespoons olive oil 1 onion, chopped 2 garlic cloves, finely chopped 1 -2 cinnamon stick 1/2 teaspoon salt (to taste) 1/2 teaspoon ginger 1/2 teaspoon white pepper 1/2 teaspoon cumin 1/2 teaspoon turmeric 1/4 cup fresh cilantro, chopped 1/4 cup peas (fresh or frozen) 1 red bell pepper, finely chopped (or yellow bell pepper) 1 carrot, finely chopped 4 1/2 cups chicken stock or 4 1/2 cups vegetable stock 1/4 teaspoon saffron thread, crushed"
990,"1 1/2 cups long grain brown rice 6 green onions, finely chopped (shallots) 1 tablespoon lemon rind, finely grated 1/3 cup toasted almond, coarsely chopped 1/3 cup lemon juice 1/3 cup fresh dates, chopped 2 tablespoons mint, torn 2 teaspoons orange rind, finely grated 2 teaspoons ground coriander 2 teaspoons ground cumin 1/4 cup olive oil"
991,"2 tablespoons unsalted butter, softened 1 teaspoon ground cumin 1 teaspoon ground coriander 1 teaspoon sweet paprika 1/4 teaspoon cayenne pepper 1/4 teaspoon ground cinnamon salt & freshly ground black pepper 4 lbs chicken, whole, at room temperature 1 onion, quartered 4 garlic cloves 12 pitted dates 12 dried apricots 1/2 cup chicken stock or 1/2 cup broth, low-sodium"
992,"1 (3 lb) whole chickens 1 teaspoon kosher salt, divided 1 pomegranate, quartered 3 tablespoons dry white wine 2 teaspoons sugar 1/4 teaspoon ground cinnamon 1/4 teaspoon black pepper 1 garlic clove, minced 2 tablespoons fresh lemon juice"
993,"1 1/2 cups chopped peeled mangoes (about 1 large) 2 tablespoons finely chopped red onions 2 tablespoons chopped of fresh mint 2 tablespoons orange juice 1 1/2 teaspoons harissa (a hot red pepper sauce) 4 salmon fillets, skinned (about 1 1/2 pounds total) 1/4 teaspoon salt"
994,"1 teaspoon ground allspice 1 teaspoon ground cumin 1 teaspoon ground ginger 1 teaspoon kosher salt 1/2 teaspoon ground cinnamon 1/2 teaspoon ground coriander 1/2 teaspoon cayenne pepper 1 lb strips steak, trimmed of visible fat and cut into 4 portions 2 medium sweet potatoes (about 1 pound total) 1 medium red onion, halved and very thinly sliced 4 teaspoons canola oil 1 teaspoon freshly grated orange zest"
995,"1 whole chicken, cut into pieces and skin removed 2 large sweet onions, chopped medium 1 tablespoon ground ginger 1 teaspoon white pepper 1/2 teaspoon black pepper 2 sticks cinnamon 1 teaspoon saffron thread, crumbled 1 teaspoon turmeric 1 1/2-2 teaspoons salt 1/4 cup butter 1/4 cup olive oil 1/4 cup fresh cilantro, chopped"
996,"2 1/2 cups rice, uncooked 3 3/4 cups water 1/2 teaspoon saffron thread, crushed 2 tablespoons olive oil 1/2 teaspoon salt 1 1/2 tablespoons butter 2 ounces pistachios, shelled and coarsely chopped"
997,"4 large carrots, grated 1/2 cup olive oil 3 tablespoons orange juice 2 tablespoons lemon juice 1 teaspoon grated lemon zest 1 tablespoon confectioners' sugar 1/2 teaspoon sea salt 1/2 teaspoon ground cinnamon chopped walnuts (optional) or almonds (optional) golden raisin (optional) pine nuts, toasted (optional)"
998,"1 tablespoon sweet paprika 2 teaspoons turmeric 2 teaspoons ground coriander 2 teaspoons ground cumin 1/2 teaspoon ground cinnamon 2 lbs chicken, cut into 2 inch pieces 2 tablespoons olive oil 1 large onion, thinly sliced 4 garlic cloves, crushed 2 lemons (1 thinly sliced, the other juiced) salt & freshly ground black pepper 2 1/2 cups chicken stock 1 cup large green olives 1 tablespoon butter 1 1/2 cups couscous 1/4 cup pine nuts, toasted 1 cup fresh parsley"
999,"5 large potatoes, cut into wedges, skin on 2 tablespoons morrocan seasoning 1/4 cup oil"
1000,"1 lb jumbo shrimp, peeled and deveined 2 tablespoons olive oil 2 -3 tablespoons butter 2 garlic cloves, crushed 1 teaspoon ground cumin 1/2 teaspoon ground ginger 2 teaspoons paprika 1/2 teaspoon cayenne pepper lemon wedge, for garnish chopped fresh cilantro, for garnish"
1001,"2 medium bell peppers 1 teaspoon cumin 1 teaspoon coriander 3/4 teaspoon salt 1/2 teaspoon turmeric 1/2 teaspoon cinnamon 1/2 teaspoon black pepper (freshly ground) 1 lemon (plus more lemon wedges for garnish) 1 teaspoon olive oil (for couscous) 1 tablespoon olive oil (for steak) 2/3 cup whole wheat couscous 1 lb skirt steak (or sirloin steak, 3/4 to 1-in thick & trimmed) 2 tablespoons green olives (chopped)"
1002,"2 teaspoons ground cumin 1 teaspoon ground ginger 1 teaspoon salt 1 teaspoon black pepper, coarse ground 1/2 teaspoon ground cinnamon 1/2 teaspoon ground coriander 1/2 teaspoon paprika 1/2 teaspoon ground turmeric 1/4 teaspoon ground cloves 1/4 teaspoon cayenne pepper"
1003,4 medium ears fresh cooked corn 2 teaspoons ground cumin 2 teaspoons ground coriander 1 teaspoon dried oregano 1/2 teaspoon ground ginger 1/4 teaspoon kosher salt 2 teaspoons extra-virgin olive oil
1004,"1 grated orange, zest of (1 tablespoon) 2 teaspoons ground cumin 2 teaspoons ground coriander 2 teaspoons ground ginger 1 teaspoon hot chili powder 1 teaspoon fresh coarse ground black pepper 1/2 teaspoon turmeric 1/2 teaspoon ground cinnamon 1/2 teaspoon salt, preferably kosher 1/2 teaspoon sugar 1/4 teaspoon ground cloves"
1005,4 fresh garlic cloves 1 teaspoon ground cumin 1/2 teaspoon salt 1/2 teaspoon cracked black pepper (not ground) 2 teaspoons lemon juice 2 teaspoons olive oil
1006,"2 tablespoons ground cumin 1 tablespoon paprika 1 tablespoon ground coriander 1 teaspoon salt 1 teaspoon fresh ground black pepper 1 teaspoon cinnamon 1 teaspoon allspice 1/4 teaspoon clove 1/8 teaspoon cayenne, to taste 2 tablespoons minced fresh garlic, to taste"
1007,"2 garlic cloves, minced 1 teaspoon olive oil 1/2 teaspoon ground cinnamon 1/2 teaspoon ground coriander 1/2 teaspoon ground cumin 1/2 teaspoon paprika 4 pork chops, 1/2 inch thick 1/4 teaspoon salt black pepper"
1008,"2 tablespoons olive oil, extra-virgin 12 ounces baby carrots, peeled 1 lemon, cut into 8 wedges 1 teaspoon cumin, ground 1/2 teaspoon cinnamon, ground 1/4 teaspoon kosher salt 1/4 teaspoon red pepper, ground 1 tablespoon cilantro, fresh, chopped"
1009,"2 medium carrots, peeled and coarsely grated 1/2 orange, juiced 1/2 teaspoon ground cumin 1 pinch sugar salt and pepper 1 -2 teaspoon olive oil fresh coriander (optional) fresh parsley (optional)"
1010,"3 tablespoons moroccan mixed spice (<a href=""https://www.food.com/recipe/moroccan-spice-mix-422399"">moroccan spice mix</a>, #422399) 2 teaspoons extra-virgin olive oil 1 lb boneless skinless chicken breast (about 4 breasts) 2 teaspoons extra-virgin olive oil or 2 teaspoons canola oil (for cooking)"
1011,"1 teaspoon ground cumin 1 teaspoon paprika 1 teaspoon turmeric 1/2 teaspoon ground cinnamon 1/4 teaspoon garlic powder 1/8 teaspoon cayenne pepper salt 1 1/4 lbs boneless skinless chicken breasts, cut into 1 1/2 inch cubes 2 tablespoons olive oil 1 large red pepper, cut into pieces 2 tablespoons fresh cilantro, chopped"
1012,"3 -4 carrots, scrubbed and cut into 1-1/2 inch lengths 2 boneless skinless chicken breasts, cut into large chunks 1 garlic clove, thinly sliced 1 cinnamon stick 1/4 teaspoon cumin 1/4 teaspoon ginger 1/4 teaspoon allspice 1/4 teaspoon clove salt and pepper 1 cup chicken broth 2 tablespoons golden raisins 1/4 cup cilantro leaf (optional) gluten-free curry gravy mix (optional)"
1013,"1 tablespoon olive oil 1 large onion, chopped 3 large garlic cloves, minced 1 tablespoon ginger, fresh, minced fine 1 teaspoon turmeric 1 1/2 teaspoons cumin 1 1/2 teaspoons garam masala 1/4 teaspoon cinnamon 1 1/2 teaspoons ground coriander 1 teaspoon salt 4 cups vegetable broth pepper 1 lb potato, cleaned and chopped into smallish pieces 2 (15 ounce) cans chickpeas, drained 4 large tomatoes, sliced thick and cut in half or 1 (14 ounce) can stewed tomatoes 1 tablespoon lemon juice 1 cup yogurt, tempered (see description) or 1 cup sour cream 1/2 cup cilantro, minced"
1014,"1/2 cup mixed dried fruit 1/4 cup raisins or 1/4 cup dried currant 1 tablespoon olive oil 1 large yellow sweet onion, chopped 1 large carrot, diced 1 large garlic clove, minced 1 teaspoon ground cumin 1 teaspoon ground cinnamon 1 (14 1/2 ounce) can diced tomatoes, drained and chopped 8 ounces green beans, ends trimmed and cut into 1-inch pieces 2 cups vegetable stock 1 1/2 cups cooked fresh fava beans (or one 15-oz can fava beans, drained and rinsed) 1/2 cup frozen green pea, thawed salt & freshly ground black pepper 1 tablespoon minced fresh cilantro or 1 tablespoon fresh parsley leaves"
1015,"2 teaspoons cumin seeds 2 teaspoons fennel seeds 2 teaspoons coriander seeds 1/2 teaspoon cardamom, ground 1/8 teaspoon red pepper flakes, crushed 1/8 teaspoon ground nutmeg 1/8 teaspoon cinnamon 2 tablespoons olive oil 3 cups green olives, drained (pitted, unstuffed and room temperature) 2 tablespoons lemon juice 2 tablespoons orange juice 5 garlic cloves, peeled and minced"
1016,"1 1/2 lbs ground lean lamb 1 yellow onion, finely chopped 3/4 cup fresh breadcrumb (fine) 1/4 cup chopped of fresh mint 2 garlic cloves, finely chopped 1 teaspoon ground cumin 3/4 teaspoon ground coriander 3/4 teaspoon salt (plus more to taste) 1/4 teaspoon ground cayenne pepper 1 large tomatoes, diced 3 tablespoons chopped fresh cilantro 4 whole wheat pita bread 1 cup plain yogurt (whole milk or low fat) 1 cup alfalfa sprout"
1017,1/4 teaspoon grated nutmeg 1 pinch clove 1 teaspoon ground black pepper 1 teaspoon white pepper (or use 2 tsp of ground mixed pepper) 1 1/2 teaspoons cinnamon 2 teaspoons ground cardamom 1 pinch cayenne 1 pinch cumin 1 pinch turmeric 1 pinch sea salt 8 lamb rib chops 2 tablespoons olive oil or 2 tablespoons grapeseed oil
1018,"1 cup cashews, unsalted 1 cup peanuts, unsalted 1 cup pistachios, unsalted 3 tablespoons ras el hanout spice mix 1 tablespoon salt juice of one lime"
1019,"one 15 . 5-ounce can low-sodium chickpeas, drained and rinsed 1 tablespoon olive oil 1/2 teaspoon ground cumin 1/2 teaspoon light brown sugar 1/4 teaspoon cayenne 1/4 teaspoon ground cinnamon 1/4 teaspoon garlic powder 1/4 teaspoon ground ginger 1/4 teaspoon paprika 1/4 teaspoon kosher salt"
1020,"2 lbs potatoes, suitable for roasting 4 fresh garlic cloves 1 teaspoon ground cumin 1/2 teaspoon salt 1/2 teaspoon cracked black pepper (not ground) 2 teaspoons lemon juice 4 teaspoons olive oil"
1021,"2 lbs shallots, quartered 4 tablespoons olive oil 4 lbs butternut squash, peeled, seeded, and cut into 3/4-inch cubes 4 large red bell peppers, cut into 1/2-inch-thick strips 2 lbs sweet potatoes, peeled and cut into cubes 1 tablespoon coarse salt 4 teaspoons ground cumin 2 teaspoons ground coriander 1 teaspoon ground cinnamon 1/4 cup unsalted butter, cut into bits"
1022,"2 tablespoons ground coriander 2 tablespoons ground fennel 2 teaspoons ground cumin 1/2 teaspoon ground cardamom 1/2 teaspoon ground cloves 1 cup dry lentils salt and black pepper 2 tablespoons olive oil 4 -5 garlic cloves, minced 1/2 medium onion, grated 1 tablespoon harissa 1 1/2 lbs italian plum tomatoes, chopped (save the juice) or 1 (28 ounce) can diced tomatoes 1 1/2 tablespoons canola oil 1 tablespoon unsalted butter 4 (6 ounce) salmon fillets, with skin"
1023,"4 lbs spaghetti squash (whole) 4 tablespoons unsalted butter, cut into pieces 2 garlic cloves, minced 1 teaspoon ground cumin 1/2 teaspoon ground coriander 1/8 teaspoon cayenne 3/4 teaspoon salt 2 tablespoons fresh cilantro, chopped"
1024,"1 butternut squash, about 1 1/2 to 2 pounds 3 tablespoons olive oil 1 large yellow onion, chopped 1 1/2 teaspoons paprika 1 1/2 teaspoons cumin 1 teaspoon turmeric 1 1/2 teaspoons ground coriander 4 large carrots, coarsely chopped 1 teaspoon sugar 3 cups chicken stock 3 cups water salt & freshly ground black pepper 3 tablespoons chopped fresh cilantro 1/2 cup plain yogurt"
1025,"2 lbs pork belly 2 medium yellow onions, diced 4 small yellow onions, peeled and quartered 4 garlic cloves, minced 1 1/2 inches fresh ginger, minced 1/2 cup dried mushroom (optional) 2 cups chicken stock 1 1/2 tablespoons ras el hanout spice mix 1 pinch saffron 1 teaspoon honey salt 1 tablespoon argan oil (this is very expensive and hard to find, you can use any other oil you like but if you can get your ) 200 ml strained yoghurt (i use fage 2 %) 1/2 cup strained tomatoes 1 cup white wine (or light red if you have that on hand) (optional)"
1026,2 cups diced tomatoes 2 1/2 cups chickpeas 8 veal fillets 2 small onions 1 sweet potato 3 cups mushrooms 1/2 cup chicken broth 1 cup white wine 3 tablespoons lemon juice 1 tablespoon turmeric 1 tablespoon cinnamon 1 teaspoon ginger 1 tablespoon coriander leaves 1/2 teaspoon chili pepper 1 tablespoon cumin 1 teaspoon garlic 2 tablespoons olive oil
1027,"3 lbs butternut squash (aka buttercup squash...bright orange inside) 1 cup raisins 1/4 cup fresh lemon juice 1/4 cup olive oil 2 garlic cloves, minced 2 teaspoons brown sugar (or use a sugar alternative such as agave) 1 teaspoon sea salt 1 teaspoon ground cumin 3/4 teaspoon ground cinnamon 1/8 teaspoon cayenne (or to taste) 1/4 cup fresh parsley, finely chopped 1/2 cup slivered almonds, toasted 2 cups cucumbers, diced 3 green onions, sliced 1/4 red onion, minced 1 cup radish, diced"
1028,"2 cups lentils 2 quarts water or 2 quarts vegetable stock 3 tomatoes, finely chopped 1 medium onion, chopped 3 garlic cloves, finely chopped 4 tablespoons fresh parsley or 4 tablespoons cilantro, chopped 2 1/2 teaspoons cumin 2 1/2 teaspoons paprika (some hot, if desired) 1 1/2 teaspoons ginger 1/2 teaspoon pepper"
1029,"1 lb dates 1 cup almonds 1/4 cup sugar 1 1/2 tablespoons orange flower water 1 tablespoon butter, melted 1/4 teaspoon cinnamon"
1030,"8 bell peppers (recipe called for green, but i like to mix mine up for visual appeal....they need to be fairly large) 2 medium onions, chopped 2 garlic cloves, minced 3 tablespoons olive oil 2 lbs ground beef 2 cooking apples, peeled and chopped 1 (16 ounce) can tomatoes, undrained and chopped (i used diced tomatoes) 1 (3 ounce) jar pimento-stuffed olives, drained and chopped 1/2 cup raisins 1/4 cup pine nuts (or substitute slivered toasted almonds) 1/2 teaspoon salt 1/8 teaspoon ground cumin 1/8 teaspoon ground cinnamon"
1031,185 -200 g barramundi fillets 1 punnet cherry tomatoes 2 cups sliced rainbow olives 1 cup chopped fresh parsley 1 lemon 3 tablespoons virgin olive oil 1 teaspoon nutmeg 1 teaspoon ground cloves 1 teaspoon sweet paprika 1 teaspoon garlic salt 2 pinches pepper 1 1/2-2 cups black quinoa
1032,"2 garlic cloves, minced 2 green onions, thinly sliced 1/4 cup minced fresh cilantro 1 lemon, grated rind and juice 2 tablespoons mild curry paste 4 teaspoons olive oil 1 tablespoon minced gingerroot 1 pinch salt 1 lb top sirloin beef grilling steak 1 cup whole wheat couscous 1 cup red pepper 1/2 cup low-fat plain yogurt 1 cup green pepper"
1033,"2 tablespoons olive oil 8 boneless skinless chicken thighs 2 garlic cloves, crushed 1 tablespoon ground cumin 1 tablespoon ground coriander 1 tablespoon smoked paprika salt and pepper 1 large onion, finely sliced 2 ounces split red lentils 14 ounces chopped tomatoes 1 tablespoon tomato ketchup 3 cups chicken stock 1 cinnamon stick 5 ounces dried apricots 1 ounce mint leaf, to serve (optional)"
1034,"2 eggplants (approximately 800g total) 1 tablespoon salt 2 red capsicums 1 teaspoon cumin seed 3 tablespoons olive oil 2 garlic cloves, finely chopped 1 teaspoon salt 1/2 teaspoon red pepper flakes 1 cup tomato sauce or 1 cup chopped diced tomato juice 1 lemon 3 tablespoons chopped flatleaf parsley"
1035,"1/2 cup lemon juice 2 tablespoons oil 1 tablespoon honey 2 garlic cloves, crushed 2 teaspoons ground cumin 2 teaspoons salt 1 teaspoon ground turmeric 1/2 teaspoon cayenne pepper 1/4 teaspoon ground cinnamon"
1036,"1 lb tri-colored rotini pasta (spiral) 1 cup salami, cut into very thin sticks (or saucisson) 1 cup edam cheese, cut into tiny cubes (or other variety) 1 bell pepper, finely chopped (or cut into thin sticks) 1/2 cup green olives, sliced 1/2 cup corn 2/3 cup vinegar 2/3 cup olive oil 1 small onion, finely chopped 3 garlic cloves, partially crushed but not pressed 2 teaspoons dried za'atar spice mix (or oregano) 1 1/2 teaspoons sugar 1 teaspoon salt 1/4 teaspoon cayenne pepper (optional)"
1037,"4 large eggs 1 tablespoon cumin seed 1/2 lb colored bell pepper, cut into 2- by 1/4-inch strips 1 large onion, halved lengthwise, then cut lengthwise into 1/4-inch-thick slices 3/4 lb boiling potato, peeled and thinly sliced crosswise 1/2 teaspoon salt 1/4 teaspoon black pepper 3 tablespoons extra virgin olive oil 4 portuguese rolls (about 4 inches in diameter) or 4 kaiser rolls (about 4 inches in diameter) extra virgin olive oil harissa (spicy north african condiment) (optional) or cayenne (optional)"
1038,"750 g pumpkin, peeled, deseeded, cut into 2cm pieces (suggests kent pumpkin) 1 teaspoon olive oil 1 teaspoon cumin seed 1 teaspoon ground coriander 1/2 teaspoon ground ginger 1 (500 g) packet frozen broad beans 1 1/2 cups vegetable stock 1 1/2 cups couscous 1 (400 g) can chickpeas, rinsed, drained 30 g pine nuts, toasted 1/4 cup fresh lemon juice 1 cup fresh coriander, chopped plain yogurt, to serve"
1039,"1/4 cup unsalted butter, melted 1/4 cup honey 1 teaspoon ground cinnamon 1/4 teaspoon turmeric 1 whole chicken, rinsed, patted dry"
1040,"4 skinless chicken breasts, diced 1 tablespoon ras el hanout spice mix 1 onion, finely sliced 50 g butter 300 g long grain rice 12 dried apricots, quartered chicken stock cube (maggi or knorr) 410 g chickpeas, drained and rinsed 15 g flat leaf parsley, chopped 1 tablespoon chopped pistachio nut"
1041,"2 cups white vinegar 2 cups water 1 teaspoon coriander seed 1 teaspoon cumin seed 1 teaspoon black peppercorns 1 teaspoon fennel seed 1/2 teaspoon brown mustard seeds 1/2 teaspoon yellow mustard seeds 1 lemon zest, cut into ribbons and julienned 2 cinnamon sticks, broken into pieces about 1-inch long 3 small bay leaves 1/2 teaspoon dried thyme 1/4-1/2 teaspoon crushed red pepper flakes (or to taste) 1/4 cup splenda sugar substitute 2 cups sliced carrots or 2 cups baby carrots 1/2 cup onion, sliced 3/4 cup green bell pepper, cut into 1-inch pieces 1 cup tomatoes, cut into large chunks 2 large garlic cloves, thinly sliced 1/4 cup pimento stuffed green olive"
1042,"2 tablespoons brown sugar 1 tablespoon butter, melted 2 large acorn squash, halved and seeded 2 tablespoons olive oil 2 garlic cloves, chopped 2 stalks celery, chopped 2 carrots, chopped 1 cup garbanzo beans, drained 1/2 cup raisins 1 1/2 tablespoons ground cumin salt and pepper 1 (14 ounce) can chicken broth 1 cup couscous, uncooked"
1043,"4 (5 ounce) tilapia fillets salt & fresh ground pepper 2 teaspoons ground cumin 2 teaspoons ground coriander 1 tablespoon olive oil 1 mango, ripe and diced 1/4 cup cilantro leaf, fresh and chopped"
1044,"1/2 lb couscous 1 1/4 cups hot water 2 tablespoons butter or 2 tablespoons margarine, melted 12 dates, stoned and chopped 12 almonds, whole 1 1/2 cups mixed nuts, finely chopped 2 tablespoons raisins, currants or 2 tablespoons sultanas 1/2 cup sugar (to taste) 1 orange, juice of 1 tablespoon powdered sugar 1 teaspoon ground cinnamon"
1045,"2 tablespoons olive oil 1 large onion, roughly chopped 2 garlic cloves, crushed 1 teaspoon ground coriander 2 teaspoons ground cumin 1/4 teaspoon chili powder 600 g sweet potatoes, peeled and diced 500 g carrots, peeled and sliced 6 cups chicken stock or 6 cups vegetable stock 300 g chickpeas 1/2 lemon, juice of"
1046,"1 large sweet potato, peeled and cut into 1 inch cubes 1/4 teaspoon salt 1 tablespoon fresh ginger, minced 1/2 teaspoon ground cinnamon 1/2 lemon, juice only 1 teaspoon honey 1/4 teaspoon chile 1/4 cup raisins (to taste) 1/2 teaspoon olive oil lemon zest 3/4 cup couscous 3/4 cup boiling water"
1047,"2 teaspoons vegetable oil 2 cups chopped onions 2 garlic cloves, crushed 2 boneless skinless chicken breasts, diced 1/2 cm cubes 1 cup carrot, sliced 1/2 cm thick 1 large red capsicums (also known as a bell pepper) or 1 large green capsicum, cut into strips (also known as a bell pepper) 1 teaspoon ground cumin 1/2 teaspoon ground allspice 1/2 teaspoon ground ginger 1/2 teaspoon turmeric 1/4 teaspoon cinnamon 1/4 teaspoon salt 1/4 teaspoon cayenne 1 cup water 1 medium eggplant, cut into 1 cm cubes 1/2 cup raisins (i have substituted sultanas) 1 (400 g) can chickpeas, drained and rinsed (i understand these are called garbanzo beans in other places) 1/2 cup dried apricot (optional)"
1048,"2 1/2 lbs boneless skinless chicken thighs 3 large garlic cloves, crushed (for marinade) 1/4 cup orange juice 1/4 cup extra virgin olive oil 1/4 cup chopped fresh cilantro 1 tablespoon chopped of fresh mint 1 teaspoon ground cumin 1/8 teaspoon ground nutmeg 3 tablespoons extra virgin olive oil 1 medium yellow onion 1 large garlic clove, minced 3/4 cup dried apricot, soaked overnight just covered by water 1/4 cup prune (that have been quartered) 2 cups chicken stock 1/2 teaspoon kosher salt"
1049,"3 lbs stew beef chunks or 8 skinless bone-in chicken thighs 4 garlic cloves, minced 2 onions, thinly sliced 1 teaspoon ground cumin 1 teaspoon paprika 1/2 teaspoon ground ginger 1/2 teaspoon cinnamon 1/2 teaspoon allspice 1/2 teaspoon salt 1/2 teaspoon red chili pepper flakes or 1/4 teaspoon cayenne pepper 2 cups carrots, cut into small chunks 3 cups squash or 3 cups potatoes, peeled cut into large chunks 1 cup chicken broth 1/2 cup green olives, pitted (optional) 19 ounces chickpeas, drained and rinsed (optional)"
1050,"2 medium potatoes, boiled, mashed and slightly cooled 425 g tuna in water, drained 1/2 cup fresh breadcrumb 1 egg, lightly beaten 1/2 cup fresh coriander leaves, finely chopped 1 teaspoon ground cumin 1 teaspoon ground coriander 1/4 teaspoon ground cinnamon 1 tablespoon olive oil 1/2 cup natural yoghurt 1 teaspoon finely grated lemon rind"
1051,"1 tablespoon olive oil 1 small onion, halved and sliced thinly 6 garlic cloves, minced 1 hungarian wax pepper, halved, seeded and diced 1 1/2 cups shredded carrots 1/2 medium zucchini, shredded 10 ounces cooked chopped turkey meat 1/2 tablespoon ground cinnamon 1/4 teaspoon ground allspice 1 teaspoon ground cumin 1 teaspoon paprika 1 teaspoon dried thyme 1 (29 ounce) can diced tomatoes 1/2 cup turkey stock or 1/2 cup chicken stock 1 tablespoon honey 7 ounces chopped green beans"
1052,"generous pinch saffron thread 1/4 teaspoon ground turmeric 1 cinnamon stick (3 inch long) 1 fresh hot red chili pepper, cored seeded quartered 3 cups turkey stock 1 medium red onion, cut into wedges about 3/4 inch thick 2 medium carrots, peeled cut into sticks 2 medium parsnips, peeled cut into sticks 1 cup butternut squash, peeled diced (1 ­inch dice) 2 medium zucchini, cut into sticks 2 large tomatoes, peeled seeded diced 1 (15 ounce) can chickpeas, rinsed drained kosher salt, to taste 1 1/2 cups cooked turkey, diced 1/4 cup golden seedless raisins 1/2 cup lightly packed fresh cilantro leaves 2 tablespoons unsalted butter 1 1/4 cups couscous sambal oelek (optional) or tabasco sauce (optional)"
1053,"1 lb turkey breast tenderloin 1 tablespoon lemon juice 1 pinch black pepper 1 pinch turmeric 1 pinch ginger 1 pinch nutmeg 1/2 teaspoon cumin 1 teaspoon salt 1 onion, sliced 1 pinch saffron 1 cup chicken broth 1 garlic clove, minced 1 teaspoon cornstarch"
1054,"9 ounces greek yogurt 2 tablespoons sunflower oil 1/2 large onion, peeled and thinly sliced 2 large garlic cloves, peeled and finely chopped 1 teaspoon paprika 1 teaspoon ground cumin 1 teaspoon cinnamon 1 teaspoon turmeric 1/4 teaspoon cayenne pepper (or to taste) 14 ounces chickpeas, tinned (or soaked, dried chickpeas) 14 ounces chopped tomatoes 1 1/4 cups vegetable stock 3 1/2 ounces eggplants, diced 3 1/2 ounces zucchini, diced 2 ounces baby corn 2 ounces snow peas 2 ounces baby carrots 2 teaspoons parsley, chopped 2 teaspoons cilantro, chopped salt and pepper, to taste"
