source,recipe_url,recipe_id,recipe_title,servings_raw,ingredient_index,ingredient_section,ingredient_line_raw,qty_raw,qty_value,unit,ingredient_name,ingredient_item,ingredient_notes,method_text,instructions,cooking_method_tags,method_keywords,source_chapter,page_num,country,common_name,description
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,12,SAUCE,"1 large onion, finely chopped",,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,13,SAUCE,"2 cloves garlic, minced",,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,14,SAUCE,1 (16-oz [448-g]) can diced tomatoes,,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,15,SAUCE,2 tsp (2 g) Ras El Hanout,,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,16,SAUCE,"Salt and black pepper, to taste",,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,17,SAUCE,¼ tsp crushed red pepper flakes,,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,18,SAUCE,1 tbsp (15 ml) red wine vinegar,,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,19,CRISPY ONION TOPPING,"Vegetable oil, as needed",,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,20,CRISPY ONION TOPPING,"2 large onions, thinly sliced",,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,1,KOSHARI,MAKES 4 TO 6 SERVINGS,21,CRISPY ONION TOPPING,"1 (15-oz [420-g]) can chickpeas, drained and rinsed",,,,,,,"To make the rice, lentils and macaroni, heat the olive oil in a large saucepan over medium heat. Add the rice to the saucepan, toasting it for 2 to 3 minutes. Pour the vegetable stock onto the rice and bring it to a boil. Once the rice is boiling, reduce the heat to low, cover the saucepan and simmer the rice for 15 to 20 minutes, until it is cooked. While the rice is cooking, rinse the lentils. Place the lentils and water in a small pot over medium heat. Add the garlic, cumin, bay leaf and salt and bring to a boil. Once the lentils are boiling, reduce the heat to low, cover the pot and simmer for 30 to 40 minutes. The lentils should be tender, and all of the liquid should have evaporated. Bring a medium pot of water to a boil over high heat. Add the macaroni and cook until it is al dente, 7 to 8 minutes. To make the sauce, heat the olive oil in a large saucepan over medium-high heat. Add the onion and sauté until it is soft and translucent, about 5 minutes. Add the garlic and cook for 30 seconds. Add the tomatoes with their juices, ras el hanout, salt and black pepper and crushed red pepper flakes. Stir the ingredients together, then add the vinegar. Bring the sauce to a simmer, cover and cook for 20 minutes, stirring occasionally. Meanwhile, to make the crispy onion topping, heat some oil in a medium pot over high heat. Add the onion slices and fry until they are golden brown in color, about 5 minutes. Remove them from the oil using a slotted spoon and place them on a paper towel to drain. Add the rice, lentils and macaroni to a large bowl. Toss together until they are mixed well. Pour the sauce into the bowl and mix the ingredients together. Top the koshari with the crispy onions and chickpeas.",,,fry; sauté; boil; simmer; mix; stir,OEBPS/ch50.xhtml,,,,
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,1,,"5 medium Roma tomatoes, roughly chopped",,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,2,,"1 large red bell pepper, roughly chopped",,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,3,,2 small Scotch bonnet chiles or habanero chiles,,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,4,,¼ cup (60 ml) groundnut oil or vegetable oil,,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
